Player,GP,MIN,FG,3FG,FT,OR,TR,AST,TO,STL,BLK,PF,PTS,Rating,Win %,PD,MVP Votes
Themis Pardalakis,1.0,31.6,5.5,0.0,1.9,3.2,10.9,1.1,1.8,0.4,0.9,1.3,13.0,15.7,0.455,136.0,0
Rex Schmitz,0.8636363636363636,33.0,5.8,0.4,0.8,1.5,5.4,2.8,1.1,0.6,0.2,2.0,12.9,13.1,0.22699999999999998,-541.0,0
Vinnie Marselus,0.8636363636363636,32.4,5.5,0.2,1.7,2.9,11.7,2.2,2.0,0.6,1.2,2.1,12.9,16.9,0.682,276.0,0
Sabit Baskan,1.0,25.4,5.3,0.1,1.8,2.9,9.8,0.0,1.1,0.3,0.2,1.1,12.5,16,0.545,53.0,0
Harold Burdick,1.0,34.5,5.1,0.3,1.7,1.9,7.3,2.3,1.6,0.5,0.2,2.5,12.3,13.7,0.318,-161.0,0
Nedo Dimasi,1.0,32.9,5.6,0.1,1.0,2.7,10.2,1.2,1.9,0.3,0.9,2.6,12.3,15.2,0.5,73.0,0
Shigeyoro kasuga,0.9545454545454546,31.8,5.4,0.2,1.2,4.3,13.0,1.8,2.0,0.3,0.7,1.6,12.2,17.1,0.545,56.0,0
Antoine Alfred,1.0,23.8,4.7,0.6,2.2,1.0,4.1,1.6,0.6,0.7,0.3,1.3,12.1,17.1,0.818,509.0,0
Alejo Salazar,0.8636363636363636,32.2,5.0,0.3,1.8,1.9,6.1,2.2,1.1,0.7,0.2,2.0,12.1,16.1,0.409,-18.0,0
IsmaÃ«l Laval,0.7272727272727273,35.8,4.4,0.2,3.1,0.9,3.7,3.8,1.8,0.6,0.1,3.2,12.1,14.2,0.318,-244.0,0
Ibnou Biteil,0.9545454545454546,33.0,4.6,0.2,2.6,2.4,8.7,1.1,1.9,0.5,1.1,1.9,12.0,13.5,0.182,-634.0,0
Brad Toney,0.9090909090909091,35.9,4.6,0.2,2.4,1.2,4.4,3.8,1.2,1.4,0.5,1.2,11.8,15.4,0.318,-161.0,0
Louis Russell,0.9090909090909091,42.6,9.7,0.8,2.6,3.6,15.4,2.2,2.0,1.3,2.2,2.8,22.9,17.3,0.773,393.0,159
Vetcislavas Gluchovskis,0.9545454545454546,34.3,7.6,3.0,2.8,0.5,2.6,2.6,1.1,1.1,0.5,3.0,21.0,16.8,0.364,68.0,0
Lou Querubin Bernal,0.9090909090909091,34.6,8.4,0.2,3.0,2.9,12.0,1.5,2.0,0.8,0.5,2.3,20.2,17.3,0.5,199.0,2
Maciej Mordasiewicz,0.9545454545454546,37.7,7.5,0.2,4.7,3.3,12.1,1.8,2.1,0.7,0.9,3.8,20.0,17.5,0.591,197.0,15
MÃ¡tÃ© Keczeli,0.6818181818181818,41.3,7.5,0.3,3.3,4.9,14.7,0.8,2.6,0.6,1.1,1.7,18.7,15.8,0.364,93.0,0
Humberto Pastrana,0.9545454545454546,35.0,8.0,0.2,2.3,4.0,12.8,2.8,2.0,0.6,1.1,1.7,18.5,16.4,0.5,93.0,0
Ye Wai Kuen,0.9090909090909091,37.5,7.0,0.7,3.6,1.0,5.2,4.4,1.0,1.0,0.2,1.8,18.2,17.2,0.773,397.0,12
Michael Bradley,0.8636363636363636,36.3,7.7,1.2,1.7,1.3,3.8,4.5,1.1,1.3,0.6,1.5,18.2,16.5,0.773,393.0,0
Aridane Bude,0.9545454545454546,38.6,7.4,0.4,3.0,3.9,12.2,3.1,1.3,0.3,0.8,3.5,18.2,17.3,0.682,317.0,0
Alexander Terziyski,1.0,33.5,7.3,2.1,1.4,1.1,4.6,3.1,1.2,1.0,0.6,1.8,18.1,16.2,0.364,68.0,0
Amado Cheda,0.9090909090909091,36.5,7.6,0.6,2.4,1.2,5.5,3.2,1.2,1.3,0.2,2.2,18.1,15.3,0.773,397.0,1
Ariel Gros,0.8181818181818182,33.9,7.3,0.3,3.1,2.9,12.1,2.4,1.1,0.8,0.4,2.3,18.0,17.3,0.5,121.0,0
Chris Driscoll,1.0,36.9,7.3,0.9,2.5,0.6,3.0,4.7,0.9,1.5,0.4,2.6,18.0,18,0.818,522.0,96
Donnell Trotter,0.7727272727272727,34.6,6.6,1.8,2.8,0.8,3.5,2.9,0.9,0.8,0.2,2.6,17.8,17,0.591,255.0,0
Peng Yongfu,0.8181818181818182,32.8,7.4,0.2,2.7,3.7,10.3,1.2,1.5,0.9,0.8,1.7,17.7,15.4,0.409,90.0,0
Randy Coyle,0.9545454545454546,41.9,7.3,0.2,2.6,3.8,13.9,3.3,1.9,1.1,1.3,2.4,17.4,15.4,0.591,197.0,4
Toby England,0.8636363636363636,40.3,7.3,1.1,1.8,1.3,5.4,5.4,1.9,1.7,0.0,1.7,17.4,15.7,0.682,317.0,0
Tang Chaoyu,0.8181818181818182,35.9,7.4,0.2,2.3,4.0,14.3,0.1,2.2,0.6,1.1,2.4,17.3,17.7,0.364,93.0,0
Frankie McDonald,0.9090909090909091,34.5,7.2,0.4,2.5,1.7,5.0,3.0,1.1,1.2,0.2,2.7,17.2,16.2,0.818,522.0,0
Lidan Berman,0.9545454545454546,38.6,7.0,0.3,2.6,3.6,12.2,2.1,1.8,0.6,0.7,3.2,17.0,13.5,0.182,-636.0,0
Leonardo Geiming,0.9090909090909091,32.5,6.6,1.3,2.0,0.8,3.0,2.6,1.3,0.9,0.0,1.6,16.6,14.1,0.364,24.0,0
Michael Chambers,1.0,37.9,6.6,0.2,3.1,4.4,12.3,0.5,2.0,0.8,0.7,3.1,16.5,15.6,0.409,90.0,0
Jaime Murcia,1.0,36.7,7.5,0.2,1.1,3.5,12.5,4.9,1.1,0.5,0.5,1.7,16.4,16.5,0.818,522.0,151
Aldonis Upeslacis,0.8636363636363636,37.2,6.2,0.9,2.9,1.1,3.4,4.3,1.1,1.1,0.2,2.2,16.3,15.6,0.409,90.0,0
JosuÃ© Foreman,0.8181818181818182,43.2,6.0,1.5,2.2,1.8,5.6,6.1,0.8,0.8,0.6,1.4,15.7,17.6,0.773,393.0,0
Bradley Bethea,0.9090909090909091,36.3,6.8,0.6,1.2,1.2,5.4,2.1,1.8,1.2,0.8,1.5,15.6,13.8,0.591,176.0,0
Gaby Brunelle,0.9545454545454546,37.8,6.7,0.7,1.3,3.2,9.6,2.3,1.2,0.4,0.7,1.0,15.4,15.3,0.5,93.0,0
Boleslavs PutninÅ¡-Borks,0.9090909090909091,37.5,6.4,0.7,1.6,2.5,11.4,1.6,2.2,1.0,1.8,1.9,15.2,15.8,0.591,176.0,0
Steven Mooney,0.9545454545454546,38.7,5.7,1.0,2.7,0.7,3.0,4.1,1.0,1.1,0.1,2.7,15.2,17.5,0.682,317.0,0
Kristoffer Manning,0.8636363636363636,27.3,6.5,0.9,1.2,0.7,3.6,1.7,1.3,0.7,0.3,1.7,15.2,14.2,0.364,24.0,0
Tory Reilly,1.0,26.5,5.5,1.4,2.5,0.5,2.4,3.1,0.6,0.7,0.1,1.5,14.8,16.3,0.591,255.0,0
Å»elisÅaw Szafraniec,0.8636363636363636,37.9,6.8,0.0,1.2,2.9,12.5,1.8,1.3,0.4,0.4,3.3,14.8,15.1,0.364,24.0,0
Val Bolin,0.8181818181818182,32.6,6.3,0.1,2.1,2.6,12.2,1.4,2.1,0.2,0.6,2.4,14.7,17.3,0.5,121.0,0
Florin MÃ¢ndroiu,0.8181818181818182,33.0,5.8,0.6,2.6,1.7,5.9,4.1,1.4,0.9,0.1,3.1,14.7,16.7,0.5,199.0,0
William Hutson,0.9545454545454546,27.5,6.2,0.5,1.8,2.0,7.9,1.6,1.0,0.5,0.2,3.6,14.7,17.5,0.682,317.0,0
Miroslav VÄrtelÃ¡Å,0.9545454545454546,24.9,6.0,0.4,2.4,2.1,8.0,1.1,1.0,0.4,0.7,2.4,14.7,18.3,0.818,522.0,3
Francesco Pazzaglia,0.9090909090909091,42.7,5.9,0.8,1.9,1.2,5.3,6.0,1.0,0.8,0.4,1.0,14.5,17,0.773,393.0,0
James Walsh,0.7727272727272727,35.8,5.7,0.9,2.1,1.2,6.4,3.9,1.1,1.1,1.1,1.5,14.4,15,0.591,255.0,0
Fariborz Norouzi,0.7727272727272727,34.5,6.4,0.4,1.0,1.0,3.5,3.1,1.6,1.1,0.1,1.3,14.1,15.7,0.5,121.0,0
Antoine Alfred,0.9090909090909091,25.2,5.3,0.6,2.8,1.2,4.2,2.0,0.9,1.4,0.3,1.4,14.0,16.6,0.773,393.0,0
James Ely,1.0,38.1,6.0,0.6,1.2,1.3,4.3,5.0,1.4,1.4,0.3,1.9,13.9,16.6,0.818,522.0,8
Vladimir AndrejiÄ,0.9545454545454546,33.3,5.9,0.2,1.6,1.6,5.6,3.0,0.9,1.2,0.5,3.0,13.6,13.6,0.5,93.0,0
Paul Otero,1.0,34.0,5.1,0.8,2.5,0.7,2.6,4.3,1.5,1.2,0.2,2.3,13.5,17.2,0.682,317.0,1
Emory Sowell,0.7727272727272727,38.3,5.4,0.7,2.1,0.9,3.8,5.6,0.9,0.8,0.4,1.4,13.5,16.7,0.5,93.0,0
Josep Maria EscabrÃ³s,0.9545454545454546,40.2,4.9,0.9,2.6,0.9,4.2,4.0,1.6,1.3,0.4,3.6,13.3,15.8,0.591,197.0,0
Matthieu Allary,0.9090909090909091,31.2,5.6,0.2,1.8,1.7,6.9,1.8,1.5,0.6,0.9,1.6,13.2,15.2,0.5,199.0,0
Otto Tuominen,0.9545454545454546,31.1,6.0,0.3,1.0,3.2,10.9,1.0,1.3,0.3,0.7,3.5,13.2,16.5,0.818,522.0,0
Kenneth McNeil,0.8636363636363636,43.5,5.4,0.4,2.0,3.7,16.9,3.1,1.8,1.1,4.1,2.4,13.2,18,0.773,393.0,60
Ng Guan Wen,0.8181818181818182,40.0,5.3,0.2,2.1,1.6,6.4,2.9,2.3,1.7,0.4,3.0,12.9,15.6,0.364,93.0,0
Pierre Oakes,0.8181818181818182,40.0,4.8,0.9,2.4,0.8,3.2,4.8,1.8,1.3,0.2,3.1,12.8,15.2,0.364,93.0,0
Ian Lund,0.7272727272727273,34.6,12.5,1.8,3.9,1.3,4.9,1.9,0.6,0.8,0.6,1.5,30.6,11.8,0.273,-143.0,0
Bradley Christie,0.8181818181818182,34.7,9.1,2.7,3.1,0.6,1.9,1.4,1.5,0.7,0.4,3.1,23.9,15.9,0.364,17.0,0
Chang Weiyun,0.9545454545454546,34.9,9.2,1.0,3.7,1.6,4.8,3.0,1.1,1.0,0.1,3.0,23.0,16.2,0.545,280.0,0
Louis Russell,1.0,40.2,8.4,0.5,2.9,4.0,14.3,2.4,1.5,1.0,2.0,2.9,20.1,17.2,0.773,385.0,192
Yetis Esentimur,0.9090909090909091,34.7,8.6,0.6,2.0,3.2,10.7,2.8,1.0,1.2,2.0,0.9,19.6,17,0.273,24.0,0
Chris Driscoll,0.9090909090909091,39.2,7.4,1.2,3.2,0.6,2.9,5.0,1.2,0.8,0.1,2.0,19.1,18.4,0.818,575.0,70
Vuk AndraÅ¡eviÄ,0.9545454545454546,34.1,7.7,0.6,2.8,1.5,7.0,0.0,1.6,0.5,0.1,2.6,18.7,15.3,0.364,-5.0,0
Neil Littlejohn,0.7272727272727273,34.4,7.9,0.5,2.4,3.2,11.9,1.4,1.9,0.5,1.1,2.2,18.6,18.1,0.591,282.0,0
Ariel Gros,0.9545454545454546,35.1,7.5,0.2,3.0,3.4,12.0,2.0,1.2,0.9,0.3,2.5,18.2,17.2,0.545,280.0,0
James Walsh,0.9090909090909091,39.3,7.8,1.1,1.4,1.8,7.4,3.5,1.0,1.6,1.5,1.2,18.2,14.5,0.455,-136.0,0
Lou Querubin Bernal,0.7727272727272727,36.2,7.5,0.2,2.9,3.1,10.2,1.8,1.8,0.5,0.4,3.5,18.2,16.9,0.5,99.0,0
Maciej Mordasiewicz,1.0,43.5,6.0,0.2,5.8,3.1,10.9,1.5,3.4,0.3,0.7,4.2,18.1,11,0.182,-1094.0,0
Ye Wai Kuen,0.6818181818181818,35.3,7.3,1.1,2.5,0.9,3.9,4.3,1.6,1.5,0.0,1.7,18.1,16.8,0.8640000000000001,573.0,0
Umberto Armentano,0.9545454545454546,35.9,7.2,0.4,3.1,1.4,5.3,4.2,1.2,1.1,0.7,1.5,18.0,16.8,0.636,272.0,31
Miroslav VÄrtelÃ¡Å,0.7272727272727273,35.4,7.5,0.4,2.6,2.2,10.0,1.3,0.7,0.6,0.9,3.8,17.9,18.1,0.818,575.0,0
Frankie McDonald,0.8636363636363636,37.9,7.5,0.5,2.3,1.4,5.2,3.2,0.7,0.7,0.2,2.9,17.7,17.4,0.818,575.0,1
JosuÃ© Foreman,1.0,42.9,6.6,1.4,2.9,0.9,5.0,4.5,1.2,1.0,0.5,0.8,17.5,17.4,0.773,385.0,60
Frank Carmichael,0.8181818181818182,31.0,6.5,2.0,1.7,0.4,2.8,2.8,0.8,0.8,0.3,0.6,16.7,15.3,0.364,17.0,0
Ilya Sivko,0.6818181818181818,30.6,6.9,0.7,2.1,2.7,10.5,0.5,1.5,0.3,0.2,2.2,16.5,16.6,0.455,37.0,0
Amado Cheda,0.6818181818181818,33.0,6.7,0.6,2.2,1.0,4.4,3.7,1.2,1.3,0.5,1.5,16.1,18.2,0.8640000000000001,573.0,0
Su Kok Keong,0.9545454545454546,29.3,6.7,0.5,2.0,1.1,7.0,1.5,1.4,0.3,1.0,4.2,15.9,15.5,0.364,-5.0,0
Michael Chambers,0.9090909090909091,31.8,6.0,0.0,3.8,3.0,10.4,0.4,1.3,0.6,1.3,3.2,15.8,15.7,0.636,272.0,0
Vinnie Marselus,0.8181818181818182,39.5,6.4,0.2,2.7,3.2,12.7,2.2,2.1,0.7,1.2,3.1,15.7,15,0.455,-136.0,0
Yury Potankin,0.7727272727272727,35.0,6.4,0.1,2.9,4.6,14.4,1.8,1.5,0.4,0.2,2.8,15.7,15.9,0.636,272.0,0
Josep Maria EscabrÃ³s,1.0,43.3,5.6,1.8,2.6,1.1,3.8,2.6,2.1,1.6,0.2,3.3,15.6,12.2,0.182,-1094.0,0
PrÃ³spero Daza,0.9545454545454546,37.6,6.4,0.5,2.0,1.4,5.5,3.3,1.4,0.4,0.1,1.3,15.3,15.1,0.364,-5.0,0
Pichet Konthai,0.8636363636363636,35.2,5.7,0.2,3.4,4.1,11.6,2.2,1.6,0.3,0.9,2.7,15.1,16.5,0.455,37.0,0
Michael Bradley,0.9545454545454546,34.0,6.3,0.5,1.9,0.8,4.0,4.2,1.3,1.0,0.4,1.4,14.9,16.4,0.773,385.0,0
Otto Tuominen,0.9545454545454546,32.4,6.1,0.5,2.0,2.4,11.5,1.1,1.4,0.4,0.3,3.4,14.8,17.1,0.818,575.0,4
Long Leach,0.7727272727272727,29.7,6.3,0.3,1.6,2.4,10.9,2.6,1.0,0.6,1.1,1.7,14.5,18.1,0.8640000000000001,541.0,7
Andrew MacAslan,0.7727272727272727,34.3,6.1,0.4,1.9,0.9,6.4,2.6,1.2,0.4,0.2,1.5,14.5,14.2,0.5,99.0,0
Shendor Januzaj,0.7272727272727273,38.6,6.1,0.7,1.5,1.8,7.9,3.5,1.8,0.9,1.7,2.1,14.4,10.8,0.273,24.0,0
Humberto Pastrana,0.8636363636363636,29.3,6.1,0.2,1.9,3.3,10.6,2.7,1.5,0.6,1.0,1.2,14.2,17.1,0.591,282.0,2
Sergi Terra,0.8636363636363636,28.0,6.1,0.4,1.5,1.2,4.8,2.2,0.8,0.8,0.3,1.0,14.1,16.1,0.8640000000000001,541.0,0
Sergio Alcantara,0.9090909090909091,36.5,6.2,0.7,0.9,1.6,6.0,3.4,1.2,0.9,0.6,1.2,14.0,15.7,0.273,-143.0,0
James Ely,0.9090909090909091,36.6,6.0,0.8,1.1,1.2,4.2,4.7,1.2,1.3,0.2,1.4,13.8,17.6,0.818,575.0,0
Gandara OrdoÃ±ez,0.9090909090909091,31.9,5.6,0.3,2.1,2.4,10.4,2.2,1.2,0.4,1.2,1.6,13.7,16,0.8640000000000001,541.0,9
Vladimir AndrejiÄ,0.7727272727272727,30.2,5.8,0.4,1.6,1.7,5.8,2.6,0.6,0.7,0.6,2.9,13.6,14.4,0.591,282.0,0
Kenneth McNeil,1.0,42.9,5.5,0.7,1.9,3.9,14.1,2.5,1.5,0.9,3.6,2.4,13.6,17.3,0.773,385.0,128
Safet BoljanoviÄ,0.7727272727272727,36.2,5.5,0.2,2.3,2.6,12.2,0.8,1.5,1.2,1.2,1.8,13.5,17.6,0.8640000000000001,573.0,1
Emory Sowell,0.8636363636363636,34.8,5.1,1.1,1.9,0.9,3.7,6.1,0.9,1.5,0.4,1.3,13.2,16.4,0.591,282.0,0
Miguel Pickett,0.7727272727272727,36.7,5.6,0.5,1.4,1.5,5.4,3.9,1.2,0.8,0.4,2.8,13.1,14.7,0.5,99.0,0
Antoine Alfred,0.9090909090909091,20.8,4.8,0.8,2.2,1.0,3.7,1.8,0.6,0.8,0.4,1.4,12.6,17.8,0.773,385.0,0
Derrick Rosa,0.7272727272727273,32.5,4.7,1.0,2.2,0.8,2.7,3.2,1.4,1.2,0.1,2.8,12.6,14.2,0.364,17.0,0
Francesco Pazzaglia,1.0,42.1,5.0,0.9,1.7,1.3,5.5,5.1,1.3,1.1,0.4,1.6,12.5,16.3,0.773,385.0,4
Gaby Brunelle,1.0,25.5,5.8,0.2,0.6,2.2,8.2,1.5,0.9,0.3,0.8,0.8,12.5,16.2,0.591,282.0,3
Paul Otero,0.9545454545454546,35.1,5.0,0.8,1.6,0.6,3.1,4.0,1.3,1.3,0.1,2.9,12.4,16.5,0.273,-143.0,0
Yiorgos Antartis,0.8181818181818182,33.8,4.6,0.4,2.7,1.2,3.6,5.3,1.1,0.8,0.6,2.7,12.3,15.4,0.591,282.0,0
Aldonis Upeslacis,0.9090909090909091,33.3,4.7,0.7,2.2,0.6,2.6,3.7,1.2,1.2,0.0,1.8,12.3,15.5,0.636,272.0,0
Louis Despiegelaere,1.0,35.0,4.9,0.0,2.0,3.5,12.0,1.7,1.5,0.2,1.5,3.0,11.8,16.6,0.545,280.0,0
Lou Querubin Bernal,0.8181818181818182,38.7,10.1,0.1,3.0,3.1,12.2,1.3,2.2,0.7,0.5,3.3,23.3,16.5,0.409,-105.0,0
Safet BoljanoviÄ,0.7727272727272727,39.4,9.5,0.3,2.4,2.9,11.7,1.2,1.4,1.0,1.5,1.5,21.6,18,0.909,472.0,63
James Ely,0.8181818181818182,36.1,8.1,1.6,2.5,1.2,3.6,3.9,0.8,1.2,0.2,1.3,20.3,17.2,0.682,95.0,0
Kovaldas Terezas,0.9545454545454546,36.5,8.6,0.2,2.5,3.6,12.4,0.5,1.9,0.3,1.0,2.5,19.9,17.5,0.455,126.0,0
JosuÃ© Foreman,0.9090909090909091,39.1,7.6,2.4,2.3,1.2,4.8,4.0,1.4,1.0,0.6,1.2,19.8,17.5,0.727,275.0,15
Neil Littlejohn,0.9545454545454546,37.3,8.6,0.1,2.4,3.9,10.6,1.7,1.4,0.5,1.0,2.2,19.7,17.4,0.455,126.0,0
Louis Russell,0.9545454545454546,37.5,7.9,0.9,3.0,3.5,14.0,2.0,2.1,1.0,2.6,2.7,19.7,17,0.727,275.0,144
Umberto Armentano,0.9090909090909091,41.6,7.8,0.8,3.2,1.9,5.7,3.1,1.4,1.8,0.4,2.5,19.6,16.6,0.5,104.0,0
Vuk AndraÅ¡eviÄ,0.8636363636363636,30.9,8.4,0.4,2.4,1.8,7.2,0.2,1.5,0.5,0.2,3.0,19.5,15.2,0.5,127.0,0
XoÃ¡n Mena,0.8181818181818182,39.5,7.9,0.2,2.9,3.2,12.1,2.1,2.3,0.4,1.3,2.8,18.9,16.6,0.409,-105.0,0
Mert Eryilmaz,1.0,33.1,7.0,1.5,3.2,0.4,2.1,2.7,1.4,0.9,0.1,3.5,18.6,18.2,0.591,137.0,4
Valentino Animobono,0.8181818181818182,35.4,7.8,0.4,2.4,1.7,8.9,2.7,1.8,0.7,0.9,2.8,18.4,16,0.5,114.0,0
Michael Bradley,0.9545454545454546,35.1,7.6,1.3,1.7,1.3,5.1,4.4,1.1,1.3,0.6,1.3,18.2,15.6,0.727,275.0,20
Nico-Jan Schur,0.8636363636363636,33.9,6.4,2.4,1.9,0.9,4.4,1.5,1.8,1.2,1.3,1.9,17.1,13.8,0.455,190.0,0
Lewis Stevenson,0.8181818181818182,36.3,6.7,1.9,1.6,0.9,4.2,3.1,1.6,1.1,0.3,1.1,17.0,16.3,0.455,190.0,0
Michael Chambers,0.9090909090909091,37.5,7.0,0.2,2.8,2.8,11.8,0.2,2.2,0.8,0.8,3.0,16.8,16.1,0.5,104.0,0
Frankie McDonald,0.6818181818181818,35.3,7.1,0.3,2.3,1.1,4.7,3.0,1.1,1.3,0.3,2.7,16.7,17.5,0.682,95.0,0
Carlo Zecchini,0.7272727272727273,36.4,7.1,0.2,2.1,3.7,14.1,0.8,1.2,0.6,1.3,1.8,16.6,17,0.5,104.0,0
Hannes Elevant,0.6818181818181818,34.1,6.9,0.3,2.2,2.7,11.0,3.3,1.4,0.7,1.0,2.1,16.3,18.2,0.682,95.0,0
Dori Mor-Yossef,0.9545454545454546,36.3,6.5,0.3,3.1,2.9,10.1,2.1,1.4,0.9,1.1,2.1,16.3,15.7,0.591,137.0,3
Cameron Brooks,0.7272727272727273,34.2,6.9,1.2,1.2,0.9,2.8,5.2,0.8,0.8,0.2,1.4,16.3,16.5,0.682,95.0,0
Antonio Correa,0.9090909090909091,28.7,6.4,1.0,2.4,1.2,5.0,2.3,1.0,0.8,0.7,1.8,16.2,15.5,0.8640000000000001,731.0,0
Su Kok Keong,0.8181818181818182,28.5,6.8,0.6,1.8,1.4,6.4,2.4,1.1,0.6,0.9,2.7,16.0,15.7,0.5,127.0,0
Irakliy Lebednov,0.9545454545454546,33.1,5.9,2.0,2.2,1.0,5.3,0.9,1.8,0.9,2.4,1.9,16.0,13.1,0.455,190.0,0
MÃ¡rton Magasi,0.8181818181818182,39.5,6.7,0.3,2.1,2.1,6.3,4.5,1.5,1.1,0.2,2.1,15.8,15.7,0.5,114.0,0
David Vazquez,0.8181818181818182,33.2,6.3,0.6,2.3,2.7,10.9,2.2,1.4,0.9,1.1,2.7,15.5,16.2,0.5,241.0,0
Amado Cheda,0.7727272727272727,37.0,6.0,0.2,3.2,0.5,4.8,3.8,1.2,0.9,0.2,1.5,15.4,17.5,0.909,472.0,1
Stevie Billingsley,0.7727272727272727,28.2,6.6,0.1,1.9,1.8,9.2,1.8,1.4,0.4,1.2,2.5,15.2,16.8,0.909,472.0,0
Konsta Reijula,0.8636363636363636,31.1,5.5,1.1,3.1,0.9,3.3,2.9,0.8,0.5,0.2,1.3,15.1,14.8,0.545,-30.0,0
Charles-Henry Appert,0.8636363636363636,34.6,6.2,0.7,1.9,0.9,4.9,3.6,1.1,1.1,0.3,1.2,14.9,14.7,0.5,114.0,0
Javier Camarota,0.7727272727272727,30.0,6.5,0.5,1.4,1.0,5.8,1.1,1.7,0.2,0.8,3.1,14.8,12.8,0.5,114.0,0
Szabolcs JenÅfi,0.7727272727272727,38.9,5.5,0.9,2.9,1.9,5.2,4.5,1.1,1.4,0.2,3.1,14.8,14.7,0.318,-82.0,0
Colin Seitz,1.0,32.5,6.0,0.7,1.9,1.1,4.8,3.3,1.8,1.1,0.1,1.2,14.6,15.9,0.5,241.0,0
Elliott Barnett,0.8636363636363636,36.7,6.0,0.5,2.1,1.1,4.6,3.9,1.6,0.9,0.4,1.1,14.5,15.7,0.5,114.0,0
Ye Wai Kuen,0.7727272727272727,36.9,5.2,0.2,3.8,1.3,4.8,4.4,1.1,1.1,0.1,1.2,14.4,16,0.909,472.0,0
Kimetz Landa,1.0,31.2,5.7,0.4,2.6,1.3,4.4,2.7,1.3,0.6,0.5,2.9,14.4,16.8,0.591,137.0,0
Kosta Divac,0.9090909090909091,33.7,5.8,0.1,2.6,3.4,11.6,0.2,2.0,0.4,0.8,1.7,14.4,16.6,0.545,-30.0,0
Ty Boyd,0.7727272727272727,38.5,5.7,1.2,1.6,0.9,1.8,0.2,2.4,1.6,0.1,1.5,14.3,13.6,0.045,-973.0,0
Long Leach,0.8636363636363636,30.2,5.9,0.2,2.2,3.2,13.5,2.6,0.7,1.0,1.4,1.2,14.2,18.1,0.8640000000000001,731.0,102
Gavin Charlesworth,0.8636363636363636,32.8,5.7,0.1,2.5,3.1,10.9,1.3,1.5,0.4,1.1,3.2,13.9,16.2,0.545,-30.0,0
Pichet Konthai,0.9545454545454546,33.1,5.7,0.3,2.3,3.6,12.1,2.3,1.4,0.6,0.9,3.4,13.9,15.5,0.318,-82.0,0
Kenneth McNeil,0.9545454545454546,39.2,5.4,0.5,2.4,3.4,13.9,3.0,1.5,1.0,3.7,2.0,13.7,17.9,0.727,275.0,154
Vladimir AndrejiÄ,0.9545454545454546,33.1,5.7,0.3,1.7,1.8,6.7,2.4,1.0,0.6,0.5,2.8,13.4,13.9,0.455,126.0,0
Dale Painter,1.0,34.1,5.4,0.9,1.7,0.8,2.6,2.1,1.3,0.8,0.5,2.9,13.3,14.7,0.5,241.0,0
Quincy Stump,1.0,32.6,5.1,0.5,2.5,3.5,11.2,1.0,1.7,0.6,1.0,2.1,13.2,16.7,0.5,241.0,0
Miroslav VÄrtelÃ¡Å,0.7272727272727273,35.7,5.3,0.1,2.3,2.9,10.7,1.6,1.0,0.6,0.7,2.8,13.0,16.4,0.682,95.0,0
Darrell Anderson,0.9090909090909091,36.0,5.2,0.4,2.0,2.2,7.2,2.0,1.8,0.5,1.0,1.6,12.8,13.1,0.545,-30.0,0
Otto Tuominen,0.8181818181818182,31.0,5.5,0.3,1.4,3.0,11.7,1.2,1.1,0.3,0.3,2.9,12.7,17.4,0.682,95.0,0
Massimo Baiesi,0.7727272727272727,42.7,4.6,0.2,3.3,1.2,3.5,4.2,1.8,1.1,0.2,3.4,12.7,14.4,0.545,-30.0,0
Massimo Grillenzoni,1.0,31.9,5.0,0.0,2.5,2.2,9.3,2.5,1.2,0.7,0.6,4.0,12.7,16.9,0.591,137.0,3
Louis Russell,0.8181818181818182,43.2,8.8,1.1,3.6,4.4,15.6,2.4,1.2,1.4,2.5,2.1,22.2,17,0.591,35.0,0
Hristo Rashkov,0.6818181818181818,33.9,8.7,0.1,4.1,1.6,7.7,0.4,2.3,0.6,1.7,3.2,21.7,17.6,0.455,75.0,0
Benedetto Acerbi,0.8181818181818182,34.8,8.7,2.2,1.7,1.2,3.3,3.4,1.2,1.3,0.3,1.5,21.2,18,0.727,360.0,2
Chris Driscoll,0.7727272727272727,34.0,8.1,1.6,2.9,1.0,3.4,3.2,0.9,1.8,0.2,2.6,20.6,18.2,0.818,371.0,1
Juan FlorentÃ­n,0.9090909090909091,41.8,9.3,0.0,1.8,5.8,16.0,0.6,2.4,0.8,2.0,2.4,20.4,18.1,0.364,-19.0,2
Ye Wai Kuen,1.0,39.2,8.4,0.5,2.5,1.0,4.7,4.4,1.0,0.9,0.3,1.5,19.8,16.7,0.773,609.0,164
Lester Riggs,0.9545454545454546,32.4,7.9,0.2,2.4,3.0,9.8,0.5,1.3,0.6,0.5,2.4,18.3,17.7,0.273,-206.0,0
JosuÃ© Foreman,0.8181818181818182,43.7,6.3,2.2,3.2,0.8,3.8,4.9,1.1,1.4,0.4,0.9,17.9,16.8,0.591,35.0,0
Kosta Divac,0.9090909090909091,39.3,7.4,0.0,3.0,3.8,12.6,0.4,1.9,0.4,0.8,1.6,17.8,16.9,0.364,-26.0,0
Lou Querubin Bernal,0.8636363636363636,34.9,7.4,0.2,2.3,2.6,9.5,1.6,1.7,1.2,0.5,3.8,17.3,16.3,0.318,-127.0,0
Ian Lund,0.6818181818181818,28.0,6.6,1.2,2.9,0.5,2.4,3.0,0.7,1.1,0.1,1.2,17.3,16.2,0.5,-28.0,0
